es_term,en_term
tatenoi,Aspergillus
ramlibacter,Ramlibacter
tataouinensis,Ramlibacter
catellatispora,Actinomadura
cenocepacia,Burkholderia
glauciflava,Actinomadura
neidei,Bacillus
viridibacillus,Viridibacillus
pycnus,Bacillus
rummeliibacillus,Rummeliibacillus
sublithincola,Aequorivita
eladia,Eladia
spinosispora,Pseudonocardia
coleocanis,Gleimia
thermopolyspora,Nocardia
scopiformis,Streptomyces
tithonia,Tithonia
streptacidiphilus,Streptacidiphilus
neutrinimicus,Streptacidiphilus
apiosporaceae,Apiosporaceae
subroseum,Streptosporangium
opitutus,Opitutus
yuanmingense,Bradyrhizobium
bisgaardia,Bisgaardia
hudsonensis,Bisgaardia
atheris,Atheris
squamiger,Bush
eristicophis,Eristicophis
kineosphaera,Kineosphaera
joostei,Chryseobacterium
geoglobus,Geoglobus
ahangari,Geoglobus
lingnae,Actinomyces
niallia,Niallia
nealsonii,Niallia
tebenquichense,Halorubrum
albertensis,Thiobacillus
pinnipedialis,Brucella
miroungae,Facklamia
acididurans,Methanobrevibacter
suimastitidis,Schaalia
koleovorans,Paenibacillus
kawasakiensis,Paracoccus
herbarius,Alicyclobacillus
okibacterium,Okibacterium
fritillariae,Okibacterium
tuberosum,Mitu
pauxi,Pauxi
galeated,Crax
curassow,Crax
teichococcus,Teichococcus
gandavensis,Cellvibrio
fibrivorans,Cellvibrio
glycanilyticus,Paenibacillus
ketupa,Ketupa
scops,Scops
thiobaca,Thiobaca
diversus,Talaromyces
brasilensis,Paenibacillus
acidaminiphila,Stenotrophomonas
minatitlanensis,Bosea
albibacter,Albibacter
methylovorans,Albibacter
nautilia,Nautilia
lithotrophica,Nautilia
debeurmannianum,Trichosporon
dermatis,Trichosporon
sedimentibacter,Sedimentibacter
saalensis,Sedimentibacter
jostii,Rhodococcus
bowmanii,Clostridium
shottsii,Mycobacterium
methylocapsa,Methylocapsa
acidiphila,Methylocapsa
leisingera,Leisingera
methylohalidivorans,Leisingera
daejeonensis,Paenibacillus
olleyana,Shewanella
okuhidensis,Bacillus
ishikariensis,Asanoa
atrovinosus,Catenuloplanes
punctatum,Water
maricaloris,Pseudoalteromonas
flavipulchra,Pseudoalteromonas
funiculus,Bacillus
nilotoca,babul
quadricoccus,Quadricoccus
quatrionicoccus,Quadricoccus
schroeteri,Kytococcus
eutypella,Eutypella
cerbera,Cerbera
poecile,Poecile
wilsonia,Wilsonia
isobaculum,Isobaculum
chalcurum,Polyplectron
malacense,Pavo
virginensis,Maricaulis
suomiense,Methylorubrum
leuzea,Leuzea
lectera,Lectera
colletotrichoides,Lectera
cibinongensis,Acetobacter
roseisyzygii,Acetobacter
corsiaceae,Corsiaceae
phymatum,Burkholderia
haloterrestris,Halobiforma
xanthothecium,Xanthothecium
anixiopsis,Anixiopsis
arachnomyces,Anixiopsis
ingluviei,Lactobacillus
stryphnodendron,Stryphnodendron
hippocoleae,Arcanobacterium
piezophila,Marinitoga
lutetiensis,Streptococcus
livingstonensis,Shewanella
plantibacter,Plantibacter
pushchinoensis,Anoxybacillus
lacusekhoensis,Nesterenkonia
petronia,Petronia
sparrow,Rock
vestrisii,Bosea
coreanus,Aspergillus
suebicus,Lactobacillus
paucilactobacillus,Paucilactobacillus
toebii,Geobacillus
oceanicaulis,Oceanicaulis
alexandrii,Oceanicaulis
kozakia,Kozakia
baliensis,Kozakia
agarivorans,Agarivorans
turicibacter,Turicibacter
fulvimonas,Fulvimonas
nector,Costia
entericus,Streptococcus
enzanensis,Actinokineospora
collinsii,Trichococcus
atratum,Cynanchum
ficulneum,Leuconostoc
fructobacillus,Fructobacillus
ficulneus,Leuconostoc
composta,Nocardiopsis
parafulva,Pseudomonas
cremoricolorata,Pseudomonas
ensarova,jicara
palmitero,jicara
palmito,jicara
cucullata,Bronze
chondestes,Chondestes
grammacus,Lark
scardovii,Bifidobacterium
comandonia,Comandonia
thiodismutans,Desulfonatronum
hexagonosporum,Chaetomium
quadrangulatum,Chatomium
nagasakiensis,Thermaerobacter
thermovenabulum,Thermovenabulum
ferriorganovorum,Thermovenabulum
brunfelsia,Brunfelsia
clonostachys,Bionectria
rossmaniae,Bionectria
leningradensis,Amoeba
chaos,chao
nobile,Chaos
thermospinosisporus,Streptomyces
passerculus,Passerculus
chouís,Eastern towhee
phainopepla,Phainopepla
phainipepla,Phainopepla
phaeopus,Whimbrel
trinador,Whimbrel
limnodromus,Dowitcher
agujeta,Limosa
escolopácea,Limosa
colanegra,Uferschnepfe
colipinta,Limosa
lapponica,Limosa
naphthalenovorans,Paenibacillus
necropolis,Virgibacillus
decolorationis,Bacillus
ramorum,Phytophthora
aminoaromatica,Thauera
fuchuensis,Lactobacillus
phenylacetica,Thauera
vulcanisaeta,Vulcanisaeta
distributa,Vulcanisaeta
souniana,Vulcanisaeta
glaberrimus,Zigadenus
omao,Omao
copri,Segatella
gallinaceus,Streptococcus
arachniotus,Arachniotus
dankaliensis,Gymnoascus
chloronema,Chloronema
gramínea,khus-khus
mindensis,Lactobacillus
complanilactobacillus,Lactobacillus
tukisamuensis,Rhodococcus
costantinii,Pseudomonas
drancourtii,Legionella
thalassospira,Thalassospira
guizhouense,Cordyceps
mesophilus,Gelidibacter
nordella,Nordella
oligomobilis,Nordella
tardaugens,Caenibius
lituanicus,Geobacillus
aurimucosum,Corynebacterium
hospita,Burkholderia
saccharobutylicum,Clostridium
phakopsora,Asian
pachyrhizi,Asian
physopella,Asian
kratom,Kratom
kratoms,Kratom
neptunius,Vibrio
kanaloae,Vibrio
chagasii,Vibrio
combava,Thai lime
kafir,Thai
sulfurihydrogenibium,Sulfurihydrogenibium
halosimplex,Halosimplex
carlsbadense,Halosimplex
helicosporium,Helicosporium
vladivostokensis,Aequorivita
totanus,Redshank
archibebe,Redshank
avocet,Avocet
avoceta,Avocet
recurvirostra,Avocet
auropea,Pied
buteonis,Mycoplasma
lagogenitalium,Mycoplasma
oxoniensis,Mycoplasma
agarexedens,Bacillus
agaridevorans,Paenibacillus
tistrella,Tistrella
asymbiotica,Photorhabdus
temperata,Photorhabdus
pantheris,Lactobacillus
carmonensis,Virgibacillus
picturae,Virgibacillus
oceanobacillus,Oceanobacillus
thermovibrio,Thermovibrio
russicus,Arthrobacter
baikonurensis,Rhodococcus
nasdae,Brevundimonas
miricola,Elizabethkingia
endothiella,Endothiella
endotelia,Endothiella
gyrosa,Endothiella
caprea,Goat
cabruno,Goat
ljungan,Ljungan
venustensis,Alcanivorax
sialia,Sialia
ventura,Sialia
hylocichla,Hylocichla
ictalurivirus,Ictalurivirus
kribbensis,Paenibacillus
victivallis,Victivallis
vadensis,Victivallis
lochheadia,Lochheadia
disseminata,Pestalotia
uvicola,Pestalotia
muzei,Muzei
equisetina,Muzei
mongoliana,Muzei
rhamnosum,Brachybacterium
paraconglomeratum,Brachybacterium
fresconis,Brachybacterium
sacelli,Brachybacterium
gemmatimonas,Gemmatimonas
fidelis,Shewanella
sihwensis,Gordonia
algeriensis,Saccharothrix
witflariensis,Sphingopyxis
thrassis,Thrassis
bacchi,Thrassis
luteosporeus,Streptomyces
invocatus,Brevibacillus
senega,Polygala
serpentaria,Polygala
séneca,Polygala
uztaoa,Yellow Dock
romaza,Yellow Dock
ziorlatza,Yellow Dock
artamus,Artamus
verdines,Chlorops
leafbird,Chlorops
cyanogaster,Irena
psarisomus,Psarisomus
dalhousiae,Psarisomus
lentibacillus,Lentibacillus
salicampi,Lentibacillus
halalkalicoccus,Halalkalicoccus
tibetensis,Halalkalicoccus
robiniae,Fomes
scindalma,Fomes
fomitiporella,Fomitiporella
cavicola,Phellinus
pseudodeflectus,Aspergillus
silvaticus,Aspergillus
halocynthiae,Halomonas
malefermentans,Lactobacillus
torcaza,Columba
bicollar,Columba
bitorquata,Columba
decaocto,Collared
turtur,Columba
hyphozyma,Hyphozyma
helminthosphaeria,Rosellinia
anaerophaga,Anaerophaga
thermohalophila,Anaerophaga
lettingae,Thermotoga
shuttleworthia,Shuttleworthia
satelles,Shuttleworthia
inhae,Leuconostoc
phaeoseptoria,Phaeoseptoria
cohnella,Cohnella
pauljensenia,Pauljensenia
dipsosauri,Bacillus
omnivorum,Flavobacterium
xinjiangense,Flavobacterium
primoryensis,Marinomonas
spreta,Hymenochaete
callyspongia,Callyspongia
xestospongia,Xestospongia
ferriphilum,Leptospirillum
luciferensis,Bacillus
maracana,Ara
primolius,Primolius
maracaná,Ara
carboxydocella,Carboxydocella
thermautotrophica,Carboxydocella
oxalicibacterium,Oxalicibacterium
colicanis,Clostridium
alicycliphilus,Alicycliphilus
dombrowskii,Halococcus
phaeotrichoconis,Phaeotrichoconis
anthina,Burkholderia
langsethiae,Fusarium
cetobacterium,Cetobacterium
schinkii,Blautia
giesbergeri,Spirillum
visibilis,Mycobacterium
aguimp,Motacilla
salinisphaera,Salinisphaera
shabanensis,Salinisphaera
cardiffensis,Schaalia
acouchy,Acouchy
strobilidiidae,Strobilidiidae
strobilidium,Strobilidium
putridiconchylium,Spirillum
coleohominis,Lactobacillus
struthidea,Struthidea
apostlebird,Apostlebird
apóstol,Apostlebird
calycinum,Daphniphyllum
williamsiaceae,Williamsiaceae
benjamina,Java
barbaricus,Bacillus
fictibacillus,Fictibacillus
prydzensis,Pseudoalteromonas
anaerobius,Azoarcus
aespoeensis,Desulfovibrio
murale,Mycobacterium
syntrophicum,Sporotomaculum
aurantimonas,Aurantimonas
coralicida,Aurantimonas
billingiae,Erwinia
rubritepida,Rubritepida
flocculans,Rubritepida
acidiphilus,Alicyclobacillus
iheyensis,Oceanobacillus
alcalica,Methylophaga
swaminathania,Halobharath
salitolerans,Swaminathania
orfeo,Pycnonotus
persephonella,Persephonella
seiurus,Seiurus
pizpita,Ovenbird
aurocapilla,Ovenbird
noveboracensis,Northern
charquera,Northern
zeledonia,Zeledonia
wren-thrush,Wrenthrush
cinnamomea,Thelephora
sigesbeckia,Sigesbeckia
nigricapillus,Black-headed
corythopis,Antpipit
delalandi,Southern
sureño,Southern
lycopersici,Stemphylium
maanshanensis,Rhodococcus
clonophis,Clonophis
kirtlandi,Kirtland's
kirtland's,Kirtland's
rhombifer,Natrix
queen,Queensnake
septemvittata,Queensnake
macromonas,Macromonas
bipunctata,Macromonas
methanopyraceae,Methanopyraceae
vaccimaxillae,Schaalia
thermoprotei,Thermoprotei
thermoplasmata,Thermoplasmata
thermococci,Thermococci
archaeoglobi,Archaeoglobi
methanopyri,Methanopyri
thermodesulfobium,Thermodesulfobium
narugense,Thermodesulfobium
sinomicrurus,Sinomicrurus
psathyrellaceae,Psathyrellaceae
bernicla,Brant
seriniphilus,Paracoccus
vitivirus,Vitivirus
caishijiensis,Nocardia
deformans,Candida
varibaculum,Varibaculum
cambriense,Varibaculum
magneticus,Desulfovibrio
xylanivorans,Pseudobutyrivibrio
crex,Crex
parmense,Mycobacterium
crotonatoxidans,Clostridium
spheniscorum,Corynebacterium
pterois,Pterois
aerolata,Sphingomonas
thermantarcticus,Bacillus
xylanimonas,Xylanimonas
marinithermus,Marinithermus
ocyalus,Ocyalus
latirostris,Ocyalus
aminoxidans,Xanthobacter
entomoplasmatales,Entomoplasmatales
anaeroplasmataceae,Anaeroplasmataceae
cephalotrichum,Doratomyces
doratomyces,Doratomyces
stemonitis,Isaria
asperula,Torula
trichurus,Trichurus
wardomyces,Wardomyces
cavemovirus,Cavemovirus
caulimoviridae,Caulimoviridae
leotiaceae,Leotiaceae
skagerrakense,Tenacibaculum
toxicodryas,Toxicodryas
microvirga,Microvirga
balneimonas,Microvirga
metaviridae,Metaviridae
narnaviridae,Narnaviridae
eubacteriales,Clostridiales
clostridiales,Clostridiales
lachnospiraceae,Lachnospiraceae
peptostreptococcaceae,Peptostreptococcaceae
eubacteriaceae,Eubacteriaceae
thermoanaerobacteriaceae,Thermoanaerobacteriaceae
planococcaceae,Planococcaceae
caryophanaceae,Caryophanaceae
listeriaceae,Listeriaceae
sporolactobacillaceae,Sporolactobacillaceae
paenibacillaceae,Paenibacillaceae
alicyclobacillaceae,Alicyclobacillaceae
thermoactinomycetaceae,Thermoactinomycetaceae
lactobacillales,Lactobacillales
carnobacteriaceae,Carnobacteriaceae
petuvirus,Petuvirus
amnii,Sneathia
amnionii,Sneathia
caloenas,Caloenas
chalcophaps,Chalcophaps
ectopistes,Ectopistes
migratorias,Ectopistes
otidiphaps,Otidiphaps
bustard-pigeon,Bustard-pigeon
oceanithermus,Oceanithermus
superbus,Columba
caldithrix,Caldithrix
tungrovirus,Tungrovirus
soymovirus,Soymovirus
labrenzia,Labrenzia
micronuciformis,Megasphaera
zeaxanthinifaciens,Paracoccus
thalassolituus,Oleibacter
oleivorans,Thalassolituus
gongronema,Gongronema
aquificae,Aquificae
valerianellae,Acidovorax
gammatolerans,Thermococcus
jalaludinii,Mitsuokella
salipaludis,Microbulbifer
prehensilis,Coendou
enterovibrio,Enterovibrio
norvegicus,Enterovibrio
thermotogae,Thermotogia
thermotogaceae,Thermotogaceae
thermodesulfobacteriales,Thermodesulfobacteriales
thermodesulfobacteriaceae,Thermodesulfobacteriaceae
thermaceae,Thermaceae
deinococci,Deinococci
troitsensis,Arenibacter
jannaschia,Jannaschia
helgolandensis,Jannaschia
oleispira,Oleispira
engbaekii,Mycobacterium
lacticola,Mycobacterium
cryoconitis,Pedobacter
rossellomorea,Rossellomorea
aquimaris,Bacillus
orbiliomycetes,Orbiliomycetes
orbiliales,Orbiliales
jynx,Jynx
torcecuellos,Jynx
porrón,Lesser
marila,Anas
acollarado,Anas
azulejo,Sialia
pseudovaccinii,Nocardia
chrysiogenales,Chrysiogenales
chrysiogenaceae,Chrysiogenaceae
herpetosiphonales,Herpetosiphonales
herpetosiphonaceae,Herpetosiphonaceae
thermomicrobia,Thermomicrobia
thermomicrobiales,Thermomicrobiales
thermomicrobiaceae,Thermomicrobiaceae
nitrospirales,Nitrospirales
nitrospiraceae,Nitrospiraceae
nasiphocae,Arthrobacter
urinale,Actinotignum
manitobense,Mycobacterium
andina,mora
trepatronco,Xiphorhynchus
pegón,Xiphorhynchus
buff-throated,Xiphorhynchus
marinintestina,Shewanella
schlegeliana,Shewanella
sairae,Shewanella
dysidea,Dysidea
gordioidea,Gordioidea
paragordius,Paragordius
busanensis,Legionella
actitis,Actitis
andarríos,Actitis
macularia,Tringa
playero,Tringa
chamaea,Chamaea
camea,Camea
wren-tit,Camea
leucosticte,Rosy finch
tachornis,Tachornis
cypsiurus,Tachornis
ochlerotatus,Ochlerotatus
coralliilyticus,Vibrio
gallicus,Vibrio
phosphitoxidans,Desulfotignum
thaueri,Methanocatella
caminithermale,Clostridium
paramaledivibacter,Paramaledivibacter
caminithermalis,Clostridium
oleiphilaceae,Oleiphilaceae
kendrickiella,Kendrickiella
aetherivorans,Rhodococcus
neptuniae,Devosia
allociferrii,Candida
mucifera,Candida
ceferrii,Candida
mucifer,Candida
palleroniana,Pseudomonas
salomonii,Pseudomonas
deferribacterales,Deferribacterales
deferribacteraceae,Deferribacteraceae
chlorobia,Chlorobia
sanguinolentum,red
pipa,Smoking Pipe
conexibacter,Conexibacter
para-adiacens,Abiotrophia
hysteriales,Hysteriales
chloroethenivorans,Pseudonocardia
plesiocystis,Plesiocystis
marinilactibacillus,Marinilactibacillus
diplonemida,Diplonemea
pardinus,Spanish
pardina,Spanish
callaeas,Callaeas
tieke,Saddleback
sendaiensis,Alicyclobacillus
nigricolor,Amesia
nanoarchaeota,Nanobdellota
fosteri,Thermoleophilum
rhodoglobus,Rhodoglobus
vestalii,Rhodoglobus
sanglieri,Streptomyces
laceyi,Streptomyces
dentiae,Neisseria
versmoldensis,Lactobacillus
cunicularia,Burrowing
halorespirans,Sulfurospirillum
pinnipedii,Mycobacterium
chrysocreas,Phlebia
chrysocrea,Phlebia
spissa,Poria
juglandina,Poria
valvarum,Cardiobacterium
desulfovibrionaceae,Desulfovibrionaceae
aimophila,Aimophila
catamblyrhynchus,Catamblyrhynchus
cabecipeludo,Plushcap
plush-capped,Plushcap
coronilla,Plushcap
kobuvirus,Kobuvirus
erbovirus,Erbovirus
oligofermentans,Streptococcus
karajensis,Halobacillus
haematobacter,Haematobacter
vindobonensis,Promicromonospora
speibonae,Streptomyces
respiaculi,Wautersia
respiraculi,Wautersia
caldimonas,Caldimonas
manganoxidans,Caldimonas
leveillei,Phoma
methanocaldococcaceae,Methanocaldococcaceae
methanospirillaceae,Methanospirillaceae
ayderensis,Anoxybacillus
pythoninae,Subfamily
sordidicola,Caballeronia
cryptus,Erythrobacter
mauritaniensis,Acanthamoeba
nimaviridae,Nimaviridae
alkanindiges,Alkanindiges
hoodia,Hoodia
haveldas,Clangula
havelda,Oldsquaw
melanitta,Scoter
negrón,Anas
muricoccus,Muricoccus
ludipueritiae,Roseomonas
gonensis,Anoxybacillus
fozii,Psychrobacter
hajekii,Macrococcus
jinjuensis,Pseudomonas
umsongensis,Pseudomonas
hydrogeniphila,Persephonella
lampropedia,Lampropedia
superstes,Vibrio
antiquorum,Elephant's-ear
posadasii,Coccidioides
krulwichiae,Bacillus
paraoxydans,Microbacterium
okavirus,Okavirus
roniviridae,Roniviridae
buckelii,Azoarcus
flaviverrucosa,Lentzea
caldisphaera,Caldisphaera
lagunensis,Caldisphaera
congelans,Pseudomonas
tremae,Pseudomonas
brumimicrobium,Brumimicrobium
glaciale,Brumimicrobium
choreotrichida,Choreotrichida
cryptolactis,Rhodoplanes
julia,Rhodopseudomonas
thioalkalispira,Thioalkalispira
microaerophila,Thioalkalispira
flavobacteriales,Flavobacteriales
flammeovirgaceae,Flammeovirgaceae
saxonica,Rhizamoeba
paraliobacillus,Paraliobacillus
ryukyuensis,Paraliobacillus
pekingensis,Rhodocista
minla,Minla
blyth,Blyth's
blyth's,Blyth's
nipalensis,Blyth's
mulderi,Moorella
odysseyi,Bacillus
climacodon,Climacodon
septentrionale,Hydnum
zooshikella,Zooshikella
ganghwensis,Zooshikella
massiliense,Actinobaculum
drozdowiczii,Streptomyces
collimonas,Collimonas
fungivorans,Collimonas
baylyi,Acinetobacter
bouvetii,Acinetobacter
gerneri,Acinetobacter
tandoii,Acinetobacter
tjernbergiae,Acinetobacter
towneri,Acinetobacter
chloritidismutans,Pseudomonas
aquilae,Corynebacterium
suicordis,Corynebacterium
tepidiphilus,Petrobacter
margaritifer,Tepidiphilus
dictyoglomia,Dictyoglomi
dictyoglomales,Dictyoglomales
dictyoglomaceae,Dictyoglomaceae
fusobacteriia,Fusobacteria
fusobacterales,Fusobacterales
fusobacteriaceae,Fusobacteriaceae
verrucomicrobiae,Verrucomicrobiae
cystobasidium,Cystobasidium
parantarctica,Pseudozyma
parantarcticus,Pseudozyma
aeolius,Bacillus
verrucomicrobiaceae,Verrucomicrobiaceae
planctomicetos,Planctomycetes
planctomycetes,Planctomycetes
planctomycetacia,Planctomycea
spirochaetes,Spirochaetes
aquiterrae,Nocardioides
dadantii,Dickeya
cystobasidiales,Cystobasidiales
henchirensis,Ramlibacter
fibrobacteraceae,Fibrobacteraceae
acidobacteriales,Terriglobales
acidobacteriaceae,Acidobacteriaceae
rhodobacterales,Rhodobacterales
sphingomonadales,Sphingomonadales
ancalomicrobium,Ancalomicrobium
"roseomonas,",Roseomonas
herminiimonas,Herminiimonas
arsenicoxydans,Herminiimonas
nitratireductor,Nitratireductor
aquibiodomus,Nitratireductor
genomospecies,Roseomonas
aerivorans,Sporomusa
laramiense,Clostridium
frigoris,Clostridium
frigidoris,Clostridium
lacusfryxellense,Clostridium
mungotictis,Mungotictis
gliocephalis,Gliocephalis
albidovulum,Albidovulum
salinibacterium,Salinibacterium
amurskyense,Salinibacterium
gelidilacus,Flavobacterium
mariniglutinosa,Alteromonas
oricola,Actinomyces
vulcanithermus,Vulcanithermus
mediatlanticus,Vulcanithermus
hydrogenophilaceae,Hydrogenophilaceae
methylophilales,Methylophilales
neisseriales,Neisseriales
nitrosomonadaceae,Nitrosomonadaceae
rhodocyclales,Rhodocyclales
sulfurovum,Sulfurovum
lithotrophicum,Sulfurovum
papayae,Erwinia
kerstersia,Kerstersia
gyiorum,Kerstersia
knufia,Knufia
petricola,Knufia
desulfonauticus,Desulfonauticus
cinnyris,Cinnyris
paurometabolica,Saccharomonospora
hwajinpoensis,Bacillus
parvularcula,Parvularcula
kosakonia,Kosakonia
cowanii,NIH
kobei,NIH
seadornavirus,Seadornavirus
decaplanina,Amycolatopsis
balhimycina,Amycolatopsis
vancoresmycina,Amycolatopsis
tolypomycina,Streptomyces
bolteae,Clostridium
bowdeniella,Bowdenia
puris,Nocardia
albertii,Escherichia
hippei,Propionispora
sexualis,Mucor
niigatensis,Nocardia
lucivorax,Mycoplasma
acidicola,Bacillus
lobesia,Lobesia
botrana,Lobesia
subbalteatus,Panaeolus
subbaltatus,Panaeolus
allisonella,Allisonella
histaminiformans,Allisonella
orthosporum,Rhynchosporium
opuntiae,Hanseniaspora
lachancei,Hanseniaspora
philippinense,Kibdelosporangium
nitroguajacolicus,Arthrobacter
nisus,Falco
kaireitica,Shewanella
macmurdoensis,Sporosarcina
paenisporosarcina,Paenisporosarcina
enhydrobacter,Enhydrobacter
cylindrospora,Absidia
desulfurellales,Desulfurellales
desulfovibrionales,Desulfovibrionales
desulfomicrobiaceae,Desulfomicrobiaceae
desulfohalobiaceae,Desulfohalobiaceae
desulfobacterales,Desulfobacterales
desulfobacteraceae,Desulfobacteraceae
desulfobulbaceae,Desulfobulbaceae
formicicus,Methanotorris
colispora,Colispora
anguillospora,Anguillospora
desulfuromonadaceae,Desulfuromonaceae
geobacteraceae,Geobacteraceae
syntrophobacterales,Syntrophobacterales
syntrophobacteraceae,Syntrophobacteraceae
syntrophaceae,Syntrophaceae
bdellovibrionales,Bdellovibrionales
bdellovibrionaceae,Bdellovibrionaceae
adetum,Ancalomicrobium
waksmanii,Shewanella
campylobacterales,Campylobacterales
glomeromycota,Glomeromycota
freyburgensis,Methylophilus
luminosum,Mycoplasma
tepidibacter,Tepidibacter
thalassicus,Tepidibacter
acaromyces,Acaromyces
ingoldii,Acaromyces
pota,Decapodiforme
decapodiformes,Decapodiforme
octópodos,Octopodiforme
somnilux,Mycoplasma
schlegelella,Schlegelella
thermodepolymerans,Caenibacterium
gallinifaecis,Brucella
caldaria,Treponema
enhygromyxa,Enhygromyxa
rhizosphaerae,Pseudomonas
neoplaconema,Neoplaconema
chauliocola,Mesoplasma
croceibacter,Croceibacter
naphthalenivorans,Polaromonas
oscillospiraceae,Ruminococcaceae
faecalibacterium,Faecalibacterium
corruscae,Mesoplasma
galactosidilyticus,Bacillus
galactosidilytica,Bacillus
arcicella,Arcicella
carboxidivorans,Clostridium
insulare,Marinospirillum
spanius,Achromobacter
insolitus,Achromobacter
grammopterae,Mesoplasma
fulvimarina,Fulvimarina
pelagi,Fulvimarina
photuris,Mesoplasma
aeriscardovia,Aeriscardovia
aeriphila,Aeriscardovia
psychraerophilum,Bifidobacterium
carniphilus,Vagococcus
garciella,Garciella
desulfatibacillum,Desulfobacillum
aliphaticivorans,Desulfobacillum
invisus,Dialister
excellens,Marinobacter
lexingtonensis,Amycolatopsis
kentuckyensis,Amycolatopsis
fibrobacterales,Fibrobacterales
ottowia,Ottowia
thiooxydans,Ottowia
unamae,Burkholderia
(clase),Gemmatimonadia
tunisiense,Clostridium
syzygium,Syzygium
malaccense,pomerac
malaccensis,pomerac
drentensis,Bacillus
neobacillus,Neobacillus
bataviensis,Bacillus
vireti,Bacillus
novalis,Bacillus
gaetbuli,Shewanella
locisalis,Halobacillus
putidum,Treponema
favisporus,Paenibacillus
kordia,Kordia
cucurbitariaceae,Cucurbitariaceae
didymosphaeriaceae,Montagnulaceae
maitriensis,Planococcus
alatospora,Alatospora
lemonniera,Lemonniera
hypocreomycetidae,Hypocreomycetidae
sordariomycetidae,Sordariomycetidae
xylariomycetidae,Xylariomycetidae
yongonense,Mycobacterium
ajinwuensis,Haloarcula
gordoniae,Rhodococcus
acanelado,Harris'
parabuteo,Parabuteo
unicinctus,Harris'
buteogallus,Buteogallus
boliviensis,Halomonas
busarellus,Busarellus
diolis,Clostridium
hydrogenothermaceae,Hydrogenothermaceae
alcanivoraceae,Alcanivoraceae
alcanivoracaceae,Alcanivoraceae
hahellaceae,Hahellaceae
petrobacter,Petrobacter
succinatimandens,Petrobacter
nannocystineae,Nannocystineae
nannocystaceae,Nannocystaceae
nautiliaceae,Nautiliaceae
turicibacteraceae,Turicibacteraceae
acidithiobacillales,Acidithiobacillales
acidithiobacillaceae,Acidithiobacillaceae
thermithiobacillaceae,Thermithiobacillaceae
oceanisphaera,Oceanisphaera
rhabdochlamydia,Rhabdochlamydia
aerosaccus,Enhydrobacter
cigüeñuelas,Stilts
black-winged,Black-winged
oceanibulbus,Oceanibulbus
indolifex,Oceanibulbus
yania,Yania
yaniella,Yania
alkaliphila,Nocardiopsis
heilongjiangensis,Rickettsia
cyphellophora,Cyphellophora
gonytrichum,Gonytrichum
atro-olivaceus,Pithomyces
atro-olivaceum,Pithomyces
spegazzinia,Spegazzinia
formicigenes,Tepidibacter
goidanichii,Phialophora
luteo-olivacea,Phialophora
rhizobium/agrobacterium,Rhizobium/Agrobacterium
anellovirus,Anellovirus
anelloviridae,Anellovirus
gyrovirus,Gyrovirus
chunghsingensis,Methanocalculus
thermodesulfobiaceae,Thermodesulfobiaceae
kestanbolensis,Anoxybacillus
antri,Lactobacillus
ultunensis,Lactobacillus
benzenivorans,Pseudonocardia
saerimneri,Lactobacillus
canariense,Mycobacterium
canariasense,Mycobacterium
pleciae,Acholeplasma
ammonificans,Thermovibrio
xylanibacterium,Xylanimonas
ventosae,Halomonas
neumotrópico,Murine
hebeiensis,Streptomyces
lacisalsi,Halobiforma
altuensis,Haloarcula
endolithica,Micromonospora
wiggsiae,Scardovia
reinekea,Reinekea
marinisedimentorum,Reinekia
pagai,M.
macaque,M.
pagensis,M.
cardene,Cardene
"aspirina,",aspirin
"haloperidol,",haloperidol
"olanzapina,",Olanzapine
"venlafaxina,",Venlafaxine
"xilometazolina,",Xylometazoline
"tópica,",dimethicone
veris,Cowslip
biota,Biota
biocenosis,Biota
biótica,Biota
fundamental,Ground
ramificación,Branch
bacillota,Bacillota
firmicutes,Bacillota
spinescens,Sagebrush
catesbaei,leucothoe
theraphosidae,bird
altilis,breadfruit
chirata,Chirata
txa2-pgh2,RECEPT
thermofilaceae,Thermofilaceae
corrinoide,corrinoid
corrinoides,corrinoid
lonafarnib,lonafarnib
amsal,Amsal
amylobeta,Amylobeta
novamobarb,Novamobarb
eunoctal,Eunoctal
isoamitil,Isoamitil
isonal,Isonal
neur-amyl,Neur-Amyl
placidel,Placidel
sulfurococcus,Sulfurococcus
eremophilus,Colombian
mutisii,Colombian
interespecies,Interspecies
3t3-l1,3T3-L1
methanolacinia,Methanolacinia
methanococci,Methanoococci
hierba-droga,drug
eritroides,erythroid
decadencia,RNA
hipernutrición,Overfed
sobrenutrición,Overfed
ufc-e,CFU-E
angiogénica,Angiogenic
angiogénicas,Angiogenic
angiogénicos,Angiogenic
linfangiogénesis,Lymphangiogenesis
estrogénicos,Alkyl
alquilados,Alkyl
cdc28-relacionadas,CDC28-Related
p34cdc2,P34CDC2
p34(cdc2),P34CDC2
madre-canguro,Kangaroo-Mother
angiostáticas,Angiostatic
gambierdiscus,Gambierdiscus
cultivados,Cultured
fermentados,Cultured
ralstoniaceae,Ralstoniaceae
antronas,Anthrones
antranonas,Anthrones
fenalenos,Phenalenes
ciclodecanos,Cyclodecanes
taxoide,taxoid
taxoides,taxoid
criptato,Cryptate
criptatos,Cryptate
criptandos,Cryptands
catenanos,Catenanes
pseudorotaxano,Pseudorotaxane
pseudorrotaxanos,Pseudorotaxane
polirrotaxanos,Polyrotaxanes
encadenado,Catenated
